rssi
-82
-71
-71
-71
-72
-71
-71
-72
-70
-72
-80
-79
-82
-71
-72
-72
-80
-81
-71
-71
-75
-79
-79
-71
-71
-74
-74
-76
-77
-71
-72
-75
-82
-79
-71
-76
-75
-71
-71
-75
-75
-81
-72
-75
-74
-79
-81
-73
-73
-75
-72
-72
-74
-75
-79
-83
-72
-75
-75
-84
-74
-72
-74
-84
-70
-75
-74
-80
-79
-69
-75
-75
-73
-75
-74
-72
-75
-75
-78
-73
-74
-80
-78
-74
-75
-85
-72
-72
-76
-82
-84
-74
-73
-78
-78
-81
-93
-74
-77
-77
-80
-82
-74
-75
-77
-77
-81
-83
-72
-78
-78
-88
-82
-73
-73
-73
-84
-72
-75
-80
-73
-75
-75
-83
-73
-83
-73
-76
-83
-83
-72
-74
-72
-73
-76
-75
-73
-73
-74
-74
-72
-75
-73
-83
-83
-73
-75
-75
-84
-74
-85
-83
-72
-74
-74
-84
-72
-74
-86
-72
-72
-74
-73
-73
-73
-73
-73
-73
-74
-74
-73
-73
-75
-74
-83
-74
-74
-74
-82
-84
-73
-74
-76
-75
-85
-74
-75
-83
-76
-76
-75
-74
-83
-81
-75
-76
-75
-81
-74
-75
-75
-75
-76
-83
-75
-76
-75
-73
-81
-76
-81
-81
-73
-73
-75
-75
-82
-85
-74
-76
-76
-81
-75
-75
-75
-84
-82
-75
-75
-75
-82
-74
-75
-75
-82
-81
-75
-75
-83
-76
-76
-75
-75
-84
-78
-72
-74
-74
-81
-82
-74
-75
-75
-84
-73
-73
-72
-78
-83
-73
-73
-73
-75
-84
-71
-71
-74
-71
-72
-72
-88
-72
-71
-72
-75
-75
-81
-73
-73
-90
-70
-68
-72
-71
-79
-67
-67
-77
-78
-68
-71
-78
-75
-68
-70
-69
-77
-76
-68
-68
-70
-70
-75
-78
-68
-68
-70
-70
-77
-78
-68
-68
-69
-70
-77
-67
-67
-70
-69
-78
-68
-68
-70
-77
-77
-68
-68
-70
-70
-77
-76
-68
-68
-70
-70
-78
-75
-67
-70
-71
-76
-77
-68
-70
-70
-79
-81
-72
-73
-72
-80
-70
-70
-74
-74
-80
-70
-73
-72
-78
-70
-71
-71
-72
-81
-79
-70
-72
-72
-77
-77
-71
-72
-72
-80
-70
-71
-72
-72
-72
-78
-81
-71
-72
-71
-78
-79
-70
-72
-78
-79
-70
-72
-71
-77
-70
-71
-72
-80
-79
-73
-73
-77
-71
-71
-73
-81
-81
-71
-73
-74
-82
-74
-73
-74
-74
-74
-74
-75
-76
-76
-83
-83
-75
-76
-75
-76
-83
-73
-73
-75
-76
-84
-82
-73
-73
-76
-77
-82
-76
-76
-83
-82
-72
-75
-81
-80
-71
-71
-76
-76
-81
-82
-77
-76
-84
-73
-72
-76
-84
-84
-72
-75
-71
-75
-71
-81
-82
-69
-65
-72
-72
-83
-68
-72
-71
-82
-68
-72
-71
-85
-68
-72
-72
-68
-71
-68
-72
-72
-68
-71
-86
-69
-68
-71
-72
-82
-68
-68
-68
-71
-83
-68
-71
-71
-72
-82
-69
-70
-72
-71
-72
-73
-80
-70
-69
-74
-74
-67
-67
-72
-72
-78
-77
-69
-70
-70
-71
-81
-70
-69
-71
-80
-71
-71
-71
-71
-79
-75
-67
-67
-68
-73
-76
-69
-69
-73
-77
-74
-71
-76
-71
-73
-73
-81
